0.812012	-0.426041	-0.988738	-1.04287	-0.400202	-0.24368	-0.102498	-0.83664	-0.507235	0.369837	-0.735035	1.32342	-0.78579	0.50858	-1.03779	-0.479867	-1.26067	0.346564	-0.104913	0.319502	-0.236085	0.324343	1.31087	-0.078817	-0.530616	-0.0544524	0.706944	0.5756	-0.523837	0.234774	-0.605824	0.999057	0.454126	0.52186	0.505199	0.641655	1.04885	0.626185	-0.575037	
1.12991	0.0556013	-1.0577	-0.218436	-0.175665	1.38691	-1.13747	-0.288802	-0.449496	0.941276	-1.0366	-0.634963	-0.710024	0.881424	-0.297242	-0.484136	-1.28035	-0.485136	2.19856	0.162094	0.42893	-0.298989	-0.345675	0.386957	-0.599562	0.915841	1.06436	-1.40156	0.342228	0.519556	0.768259	-0.181082	0.0510982	0.370985	0.884147	-0.00906364	-0.0599582	-0.00185974	-0.778136	
-0.517281	-0.00832013	-0.332398	-0.179386	0.589313	0.678966	-0.956377	0.111313	1.28651	0.887454	-0.918702	-0.43169	-0.816059	0.362136	-1.56288	0.536994	0.0280423	-0.822977	4.4085	-4.69202	-2.38286	0.734861	0.585377	0.192069	0.248256	-0.175219	1.45162	0.360092	-0.436683	0.424736	-0.219361	1.09703	-0.296531	-0.482687	0.173003	2.47395	-0.199008	-1.13651	-0.531741	
0.593299	-0.793803	0.398125	-0.687205	0.321481	0.211497	0.018118	1.08019	-0.341216	0.833283	0.759045	0.281354	-1.75181	-0.40352	0.0741148	0.924223	-0.66702	-0.924983	-1.39373	-1.06696	1.18686	0.90659	0.526991	-0.878475	-0.55805	-0.61819	0.677797	-0.891931	-0.508057	-0.618252	0.158901	-0.123142	-0.254464	0.116674	0.276015	0.90974	1.52079	1.33095	-0.674045	
0.700516	-1.02808	0.406068	-0.200803	0.677691	-0.83469	0.203004	0.149442	1.03246	-0.00784765	-0.0461747	0.0300203	-1.11028	0.66797	-0.271318	1.05273	-0.448451	-0.802493	-0.861859	0.279102	0.70011	0.981627	0.0583604	0.214975	0.105866	-1.2126	-0.480918	0.744129	0.993436	-0.315703	-0.866575	-0.378886	-0.625312	-0.197968	1.01564	0.27686	-0.539429	-0.779506	0.693437	
0.0173258	-0.892281	0.230272	-1.07061	-0.712962	-1.26742	0.608838	0.992833	0.869366	-0.42543	0.111719	0.563654	-0.645384	-0.0505498	-0.586704	0.978307	-0.495194	0.81214	0.283299	-0.10282	1.53181	0.530048	-0.00874646	-0.151306	-0.133563	-0.970186	-0.745177	-0.319281	1.00871	-0.132958	0.364747	0.737007	-1.08644	0.774466	1.25978	-0.217942	-1.01398	-0.759457	0.243939	
1.09997	-0.0313703	-0.194021	-1.06914	0.209838	-0.873808	0.608464	0.554283	1.52857	0.0910346	-0.279477	0.33587	-0.556782	0.854374	-0.0352979	0.710351	-1.07407	-0.250159	-1.17318	-0.056461	0.234476	1.08443	-0.310295	0.861342	-0.829238	-0.849582	-0.743302	-0.00650407	0.233038	-0.779761	0.0295981	-0.506411	-1.47628	0.440993	0.729972	0.401511	-0.45527	0.480392	1.0295	
0.181478	-0.649085	1.1756	-1.2393	0.0708994	-0.728884	0.929968	1.04164	0.660032	-0.404699	-0.615572	-0.957903	-0.741292	0.835895	-0.0235042	0.342433	-1.05254	0.0910957	-0.108146	-0.0681735	-0.0093055	-0.753879	-0.718516	0.474354	-0.298291	0.541915	-0.981107	0.684873	-0.396124	-0.69076	0.77728	0.00556555	0.470494	-0.395001	0.27581	0.966454	1.01178	0.740862	-0.42096	
-0.79192	-0.771562	0.668198	-0.552203	0.304111	-0.0845181	0.377651	0.392915	0.987332	-1.03944	-0.434585	-0.793771	-0.00181717	1.13606	0.332751	0.0653846	-0.281461	-0.854026	0.760629	0.295612	-0.163143	-0.410103	-1.20999	-0.296954	0.973288	0.0535113	-1.3548	0.147268	0.855673	-0.785474	0.312732	-0.519992	0.327627	-0.925375	0.735502	0.83397	1.08956	-0.558212	1.13673	
-0.835209	-0.160116	-0.781238	-0.860974	-0.443325	0.436699	-1.25373	0.507089	-0.0114204	0.899241	-0.511794	-0.108499	0.14817	1.08192	0.331613	1.19184	0.608017	-0.289938	0.0284704	0.0451885	0.0390662	0.207485	-1.00538	0.683388	0.39096	-0.168358	-1.12555	-0.366715	0.759676	-0.747634	0.761056	0.351175	0.809446	-0.111632	-1.00162	-0.383799	-0.219083	-0.0719243	1.15451	
-1.32693	-0.723089	-0.0648846	0.114071	0.716306	0.809177	0.808655	0.396591	-0.0447517	-1.07977	0.329201	0.393573	1.38204	-0.578102	0.476609	0.324671	0.0005275	-1.13214	-0.397579	-0.580968	0.678304	-0.170352	0.496656	-0.333734	-0.715143	-0.231134	-0.935847	0.559461	1.42857	0.273864	1.48991	-0.120496	-1.08486	0.462073	-0.595782	-0.187461	-1.4849	-0.384168	1.06627	
0.467313	-1.41192	-0.0115426	1.13301	-0.307699	0.0822099	0.522531	0.410263	0.844678	-0.0854585	1.39829	-0.87945	0.562068	-0.432783	-0.992219	-0.578672	0.186682	-1.06456	-1.30335	-0.381364	0.308026	-0.0418906	-0.0407018	-0.229102	-0.557487	-1.15257	-0.290483	-0.231515	1.01849	0.317209	0.778124	0.924752	-0.152609	-0.35405	-0.508985	0.655939	-0.330056	0.300952	1.49746	
-0.0637704	0.143405	1.13447	-0.0756034	-0.993568	-0.256789	0.761131	0.429695	0.530587	-0.985597	-0.358656	-0.5711	0.692374	0.746255	-0.483714	0.929053	-0.365469	-0.323004	-0.745693	-0.894316	0.677113	-0.0677292	0.0900492	-0.0141246	0.236648	-0.392091	-1.23774	-1.03754	0.398391	0.321421	-0.299311	0.707279	-0.823342	0.585005	-0.598233	0.730978	0.0246207	1.09827	0.287902	
0.656546	0.865504	0.47765	0.25066	-1.25619	0.0152332	1.00973	-0.553381	-0.103444	-0.203288	0.190641	1.26072	-0.215145	1.00698	-0.252347	0.433341	-0.907895	-0.978788	-0.462702	-0.787898	0.734862	-0.000669187	-0.207583	-0.170412	-0.565853	0.302205	-1.03869	-1.45738	1.05536	-0.369773	-0.950334	0.0968021	0.328052	0.537064	-0.324727	0.768027	0.837133	0.493337	-0.63258	
0.926547	0.382579	-0.357628	0.515431	-0.857826	0.36828	0.442511	-0.661885	-0.651165	-0.196727	-0.0258803	-0.0801717	0.0823422	1.02039	-0.430916	-0.629406	-0.523546	-0.975379	-0.341959	-0.62498	1.18817	-1.42857	0.0872992	-0.119307	-0.513703	-1.03031	0.0392805	1.0334	1.08877	0.765737	-0.667889	0.742709	0.623568	0.508673	0.177964	0.801987	0.183649	0.252311	-1.17296	
0.964838	0.00901079	-0.00994592	0.578416	-0.188131	0.978865	0.211362	-0.0978394	-1.05285	-0.412579	-1.03857	-0.774243	0.811958	0.760754	-0.779563	-1.11621	0.207659	0.400756	-0.323204	0.437895	1.09218	-0.203672	-0.115112	-0.0297776	-1.14397	-0.086556	-0.80259	-0.473837	-0.546115	0.892534	0.35974	0.80114	0.307716	1.21359	-1.01208	0.349447	-0.448619	0.821826	-0.554077	
0.395587	0.078645	-1.04185	0.2227	-0.436664	0.987192	-0.337332	-1.05888	0.199167	-0.844192	0.0986235	-0.994937	1.1956	0.0104582	0.39154	0.0427069	-0.0830086	-0.0244168	-0.216816	-0.902325	-0.847541	0.502423	1.70708	0.231848	-0.454296	0.978164	-0.10371	0.791711	-0.887725	-0.24885	-0.559879	0.250367	0.733876	-1.14837	-0.221049	-0.0660075	0.4125	0.682052	0.724589	
-0.929799	-0.468399	-0.299995	0.37955	-0.186767	1.09547	0.0070063	0.987421	-0.622218	0.491209	-1.08854	-1.04703	0.373982	0.842102	0.993252	-0.144538	-0.0733779	-0.864283	1.00282	-0.0391637	-1.06155	0.84193	0.498477	0.0130072	-1.01587	0.425557	1.07555	0.412814	-0.549326	0.00792483	-1.34936	0.475139	-0.280003	0.0746314	-1.15984	0.87135	-0.298658	0.258015	0.177816	
0.0203779	-0.611457	-0.729762	-0.888931	0.198473	0.688466	0.903595	-0.152362	-0.453542	-0.333111	1.04706	-0.0423418	-0.00356432	0.758979	0.961345	-0.0157151	0.411634	-0.929354	-0.0327286	0.0231698	0.152479	0.279971	-0.256422	-1.79974	-1.01898	0.101743	-0.562195	0.564313	-0.830342	0.408749	-0.8282	-0.830254	0.314376	0.392733	-0.19631	1.29391	0.923052	0.355476	0.473134	
0.532754	-0.000561596	0.319752	-0.218022	0.188439	1.34714	0.672157	-1.11017	-0.181369	0.524843	0.453719	-0.741756	0.234309	0.984561	0.728138	0.267581	-0.654975	-1.17646	-0.456807	-0.832186	-0.371095	-0.5323	0.205022	-0.820747	-0.898445	1.12283	-1.10115	-0.0933788	-0.892906	0.776123	-0.601771	0.0959369	0.309193	-0.277964	1.03503	-0.245106	0.848469	-0.565173	1.23531	
0.884887	0.172232	-1.16556	-0.782254	-0.296861	1.03411	0.123197	-0.671899	0.379546	-0.491694	0.187086	0.00994841	-0.697572	0.991425	0.856069	0.0841356	-0.375887	-0.736936	-0.92738	-0.903956	0.222278	-1.4724	0.384978	0.395819	1.2686	-0.870707	-1.11345	0.584251	0.423182	-0.134443	0.195038	0.292281	0.812537	0.123302	1.29692	-0.535359	1.05939	-0.541953	-0.0957816	
-0.438727	1.18091	0.136633	-0.806588	-0.325756	0.45139	0.567647	0.850864	-0.374394	0.212737	0.600588	0.755125	-0.161503	0.0360316	-1.15266	-0.346219	-0.861665	-0.312575	0.513766	-1.61739	-1.07577	-0.978953	0.366706	-0.367733	0.092218	-0.779357	0.81234	-0.9666	0.508996	1.21149	1.13902	-0.0297823	-0.71998	0.0646375	0.0373534	-0.0971807	1.16449	-0.135155	0.730028	
-0.736084	0.439944	0.654971	0.138888	-0.304941	1.05532	-0.379343	1.14938	-0.201595	0.301511	0.861643	0.554481	-0.717027	-0.746068	0.535335	-0.457111	-0.846528	-0.606382	0.769348	-0.464189	-0.602608	-0.151684	0.0863719	-1.09507	0.269849	-1.03543	0.317516	-0.982322	0.0965977	-0.424128	0.753409	0.632893	-0.530996	0.0204211	0.0148423	-0.0483607	1.22784	0.130366	0.383908	
0.0133931	1.46403	0.80888	0.547218	0.708258	-0.0784618	-0.649224	0.883417	-0.0797846	1.13417	-0.0640459	-0.81515	1.07903	0.752781	0.878465	-0.0569946	-1.09115	0.438346	0.477319	-0.814267	-0.592103	-1.1687	-0.618986	0.448165	-0.230087	0.203766	0.61739	-1.42767	-0.0645733	-0.542777	-0.60564	-0.938298	-0.539432	-0.0564048	0.0559547	-0.893395	0.857334	-0.373757	0.341857	
0.611368	0.998791	0.686873	-0.291752	0.581315	0.936029	-0.652498	0.479269	-0.0505952	0.901749	-0.317605	-0.921261	0.638225	-0.378884	1.0782	-1.29538	0.00534514	0.587453	-0.441963	-0.528079	-0.585971	0.311374	-1.25584	-0.917339	-0.323001	-0.538414	0.678936	-0.497832	0.583427	-1.21659	0.289793	0.119715	0.0885492	0.132914	1.10475	-0.416133	0.53613	-0.863325	0.0068117	
